scenario,victim_id,lat,lon,damage_level,found_by,found_by_agent,found_at_step
hurricane-harvey_00000137_post_disaster,3,29.90484375,-89.99609375,4,MARL_VDN,0,29
hurricane-harvey_00000137_post_disaster,0,29.90421875,-89.99390625,4,MARL_VDN,0,36
hurricane-harvey_00000137_post_disaster,3,29.90546875,-89.99609375,4,MARL_VDN,0,21
hurricane-harvey_00000137_post_disaster,5,29.90484375,-89.99453125,4,MARL_VDN,0,33
hurricane-harvey_00000137_post_disaster,6,29.90609375,-89.99609375,4,MARL_VDN,0,13
hurricane-harvey_00000137_post_disaster,4,29.90453125,-89.99421875,4,MARL_VDN,0,26
hurricane-harvey_00000137_post_disaster,5,29.90546875,-89.99484375,4,MARL_VDN,0,66
hurricane-harvey_00000137_post_disaster,4,29.90609375,-89.99390625,4,MARL_VDN,1,10
hurricane-harvey_00000137_post_disaster,0,29.90453125,-89.99484375,4,MARL_VDN,1,18
hurricane-harvey_00000137_post_disaster,5,29.90609375,-89.99453125,4,MARL_VDN,1,14
hurricane-harvey_00000137_post_disaster,2,29.90484375,-89.99515625,4,MARL_VDN,1,20
hurricane-harvey_00000137_post_disaster,6,29.90546875,-89.99546875,4,MARL_VDN,0,20
hurricane-harvey_00000137_post_disaster,5,29.90453125,-89.99390625,4,MARL_VDN,0,37
hurricane-harvey_00000137_post_disaster,2,29.90609375,-89.99453125,4,MARL_VDN,1,14
hurricane-harvey_00000137_post_disaster,0,29.90390625,-89.99453125,4,MARL_VDN,1,21
hurricane-harvey_00000137_post_disaster,2,29.90609375,-89.99453125,4,MARL_VDN,1,11
hurricane-harvey_00000137_post_disaster,3,29.90453125,-89.99546875,4,MARL_VDN,1,18
hurricane-harvey_00000137_post_disaster,1,29.90609375,-89.99609375,4,MARL_VDN,0,43
hurricane-harvey_00000137_post_disaster,0,29.90546875,-89.99609375,4,MARL_VDN,0,18
hurricane-harvey_00000137_post_disaster,2,29.90546875,-89.99453125,4,MARL_VDN,0,32
hurricane-harvey_00000137_post_disaster,2,29.90515625,-89.99609375,4,MARL_VDN,0,33
hurricane-harvey_00000137_post_disaster,0,29.90609375,-89.99453125,4,MARL_VDN,0,43
hurricane-harvey_00000137_post_disaster,3,29.90578125,-89.99578125,4,MARL_VDN,0,18
hurricane-harvey_00000137_post_disaster,4,29.90484375,-89.99453125,4,MARL_VDN,1,18
hurricane-harvey_00000137_post_disaster,4,29.90484375,-89.99609375,4,MARL_VDN,0,25
hurricane-harvey_00000137_post_disaster,1,29.90453125,-89.99390625,4,MARL_VDN,0,38
hurricane-harvey_00000137_post_disaster,5,29.90484375,-89.99609375,4,MARL_VDN,0,26
hurricane-harvey_00000137_post_disaster,4,29.90546875,-89.99484375,4,MARL_VDN,0,36
hurricane-harvey_00000137_post_disaster,1,29.90546875,-89.99546875,4,MARL_VDN,0,22
hurricane-harvey_00000137_post_disaster,3,29.90453125,-89.99390625,4,MARL_VDN,0,41
hurricane-harvey_00000137_post_disaster,0,29.90609375,-89.99390625,4,MARL_VDN,1,10
hurricane-harvey_00000137_post_disaster,1,29.90515625,-89.99609375,4,MARL_VDN,0,25
hurricane-harvey_00000137_post_disaster,4,29.90390625,-89.99390625,4,MARL_VDN,0,49
mexico-earthquake_00001_post_disaster,3,19.42796875,-99.15140625,4,MARL_VDN,1,5
mexico-earthquake_00001_post_disaster,0,19.42484375,-99.15765625,4,MARL_VDN,0,15
mexico-earthquake_00001_post_disaster,1,19.42046875,-99.15515625,4,MARL_VDN,2,24
mexico-earthquake_00001_post_disaster,2,19.42453125,-99.15796875,4,MARL_VDN,0,16
mexico-earthquake_00001_post_disaster,4,19.42171875,-99.15203125,4,MARL_VDN,0,38
mexico-earthquake_00001_post_disaster,3,19.42796875,-99.15171875,4,MARL_VDN,0,444
mexico-earthquake_00001_post_disaster,4,19.42578125,-99.15796875,4,MARL_VDN,0,11
mexico-earthquake_00001_post_disaster,6,19.42296875,-99.15671875,4,MARL_VDN,0,21
mexico-earthquake_00001_post_disaster,1,19.42046875,-99.15546875,4,MARL_VDN,2,23
mexico-earthquake_00001_post_disaster,0,19.42390625,-99.15171875,4,MARL_VDN,0,59
mexico-earthquake_00001_post_disaster,3,19.42828125,-99.15140625,4,MARL_VDN,1,5
mexico-earthquake_00001_post_disaster,6,19.42046875,-99.15515625,4,MARL_VDN,2,24
mexico-earthquake_00001_post_disaster,4,19.42828125,-99.15921875,4,MARL_VDN,0,4
mexico-earthquake_00001_post_disaster,6,19.42859375,-99.15171875,4,MARL_VDN,1,6
mexico-earthquake_00001_post_disaster,5,19.42265625,-99.15671875,4,MARL_VDN,1,23
mexico-earthquake_00001_post_disaster,0,19.42890625,-99.15734375,4,MARL_VDN,0,34
mexico-earthquake_00001_post_disaster,1,19.42046875,-99.15546875,4,MARL_VDN,2,23
mexico-earthquake_00001_post_disaster,3,19.42515625,-99.15265625,4,MARL_VDN,0,25
mexico-earthquake_00001_post_disaster,0,19.42859375,-99.15734375,4,MARL_VDN,0,37
mexico-earthquake_00001_post_disaster,5,19.42703125,-99.15203125,4,MARL_VDN,0,340
mexico-earthquake_00001_post_disaster,0,19.42828125,-99.15140625,4,MARL_VDN,1,4
mexico-earthquake_00001_post_disaster,4,19.42609375,-99.15828125,4,MARL_VDN,0,10
mexico-earthquake_00001_post_disaster,3,19.42859375,-99.15921875,4,MARL_VDN,0,2
mexico-earthquake_00001_post_disaster,4,19.42015625,-99.15984375,4,MARL_VDN,2,6
mexico-earthquake_00001_post_disaster,1,19.42859375,-99.15703125,4,MARL_VDN,0,9
mexico-earthquake_00001_post_disaster,0,19.42796875,-99.15140625,4,MARL_VDN,1,5
mexico-earthquake_00001_post_disaster,3,19.42578125,-99.15828125,4,MARL_VDN,0,13
mexico-earthquake_00001_post_disaster,6,19.42859375,-99.15703125,4,MARL_VDN,0,41
mexico-earthquake_00001_post_disaster,4,19.42859375,-99.15921875,4,MARL_VDN,0,2
mexico-earthquake_00001_post_disaster,5,19.42703125,-99.15234375,4,MARL_VDN,0,413
mexico-earthquake_00001_post_disaster,0,19.42359375,-99.15328125,4,MARL_VDN,0,449
mexico-earthquake_00001_post_disaster,6,19.42828125,-99.15921875,4,MARL_VDN,0,4
mexico-earthquake_00001_post_disaster,1,19.42453125,-99.15765625,4,MARL_VDN,0,19
mexico-earthquake_00001_post_disaster,2,19.42046875,-99.15578125,4,MARL_VDN,2,22
mexico-earthquake_00001_post_disaster,4,19.42890625,-99.15703125,4,MARL_VDN,0,197
mexico-earthquake_00001_post_disaster,3,19.42796875,-99.15140625,4,MARL_VDN,1,6
mexico-earthquake_00001_post_disaster,0,19.42484375,-99.15796875,4,MARL_VDN,0,16
mexico-earthquake_00001_post_disaster,5,19.42078125,-99.15546875,4,MARL_VDN,2,24
mexico-earthquake_00001_post_disaster,4,19.42828125,-99.15921875,4,MARL_VDN,0,4
mexico-earthquake_00001_post_disaster,0,19.42828125,-99.15171875,4,MARL_VDN,1,4
mexico-earthquake_00001_post_disaster,3,19.42265625,-99.15703125,4,MARL_VDN,1,22
mexico-earthquake_00001_post_disaster,2,19.42828125,-99.15921875,4,MARL_VDN,0,4
mexico-earthquake_00001_post_disaster,3,19.42484375,-99.15796875,4,MARL_VDN,0,18
mexico-earthquake_00001_post_disaster,5,19.42015625,-99.15609375,4,MARL_VDN,2,20
mexico-earthquake_00001_post_disaster,4,19.42359375,-99.15328125,4,MARL_VDN,0,39
mexico-earthquake_00001_post_disaster,2,19.42421875,-99.15796875,4,MARL_VDN,0,16
mexico-earthquake_00001_post_disaster,1,19.42046875,-99.15578125,4,MARL_VDN,2,22
mexico-earthquake_00001_post_disaster,3,19.42609375,-99.15796875,4,MARL_VDN,0,11
mexico-earthquake_00001_post_disaster,6,19.42453125,-99.15765625,4,MARL_VDN,0,18
mexico-earthquake_00001_post_disaster,5,19.42796875,-99.15140625,4,MARL_VDN,1,5
mexico-earthquake_00001_post_disaster,3,19.42578125,-99.15796875,4,MARL_VDN,0,12
mexico-earthquake_00001_post_disaster,6,19.42890625,-99.15734375,4,MARL_VDN,0,25
mexico-earthquake_00001_post_disaster,0,19.42421875,-99.15171875,4,MARL_VDN,0,494
mexico-earthquake_00001_post_disaster,6,19.42296875,-99.15703125,4,MARL_VDN,0,21
mexico-earthquake_00001_post_disaster,4,19.42078125,-99.15578125,4,MARL_VDN,2,23
mexico-earthquake_00001_post_disaster,0,19.42859375,-99.15734375,4,MARL_VDN,0,40
mexico-earthquake_00001_post_disaster,1,19.42203125,-99.15171875,4,MARL_VDN,0,497
mexico-earthquake_00001_post_disaster,4,19.42828125,-99.15921875,4,MARL_VDN,0,4
mexico-earthquake_00001_post_disaster,1,19.42421875,-99.15796875,4,MARL_VDN,0,18
mexico-earthquake_00001_post_disaster,4,19.42796875,-99.15171875,4,MARL_VDN,1,6
mexico-earthquake_00001_post_disaster,6,19.42015625,-99.15984375,4,MARL_VDN,2,6
mexico-earthquake_00001_post_disaster,3,19.42609375,-99.15796875,4,MARL_VDN,0,11
mexico-earthquake_00001_post_disaster,5,19.42859375,-99.15734375,4,MARL_VDN,0,139
mexico-earthquake_00001_post_disaster,0,19.42546875,-99.15234375,4,MARL_VDN,0,458
mexico-earthquake_00001_post_disaster,5,19.42015625,-99.15609375,4,MARL_VDN,2,20
mexico-earthquake_00001_post_disaster,6,19.42546875,-99.15265625,4,MARL_VDN,0,36
mexico-earthquake_00001_post_disaster,3,19.42421875,-99.15828125,4,MARL_VDN,0,430
mexico-earthquake_00001_post_disaster,0,19.42859375,-99.15734375,4,MARL_VDN,0,473
mexico-earthquake_00001_post_disaster,0,19.42015625,-99.15984375,4,MARL_VDN,2,6
mexico-earthquake_00001_post_disaster,1,19.42578125,-99.15796875,4,MARL_VDN,0,12
mexico-earthquake_00001_post_disaster,4,19.42828125,-99.15140625,4,MARL_VDN,0,68
mexico-earthquake_00001_post_disaster,1,19.42890625,-99.15734375,4,MARL_VDN,0,7
mexico-earthquake_00001_post_disaster,0,19.42421875,-99.15171875,4,MARL_VDN,0,495
mexico-earthquake_00001_post_disaster,0,19.42609375,-99.15796875,4,MARL_VDN,0,12
mexico-earthquake_00001_post_disaster,6,19.42078125,-99.15578125,4,MARL_VDN,2,23
mexico-earthquake_00001_post_disaster,1,19.42609375,-99.15828125,4,MARL_VDN,0,10
mexico-earthquake_00001_post_disaster,2,19.42453125,-99.15765625,4,MARL_VDN,0,18
mexico-earthquake_00001_post_disaster,3,19.42546875,-99.15265625,4,MARL_VDN,0,42
mexico-earthquake_00001_post_disaster,4,19.42734375,-99.15203125,4,MARL_VDN,0,326
mexico-earthquake_00001_post_disaster,3,19.42828125,-99.15171875,4,MARL_VDN,1,4
mexico-earthquake_00001_post_disaster,2,19.42578125,-99.15828125,4,MARL_VDN,0,11
mexico-earthquake_00001_post_disaster,6,19.42265625,-99.15671875,4,MARL_VDN,1,21
mexico-earthquake_00001_post_disaster,0,19.42046875,-99.15546875,4,MARL_VDN,2,23
mexico-earthquake_00001_post_disaster,2,19.42828125,-99.15171875,4,MARL_VDN,1,5
mexico-earthquake_00001_post_disaster,6,19.42421875,-99.15765625,4,MARL_VDN,0,20
mexico-earthquake_00001_post_disaster,4,19.42046875,-99.15578125,4,MARL_VDN,2,22
mexico-earthquake_00001_post_disaster,2,19.42859375,-99.15921875,4,MARL_VDN,0,2
mexico-earthquake_00001_post_disaster,5,19.42015625,-99.15984375,4,MARL_VDN,2,6
mexico-earthquake_00001_post_disaster,3,19.42890625,-99.15703125,4,MARL_VDN,0,8
mexico-earthquake_00001_post_disaster,6,19.42421875,-99.15765625,4,MARL_VDN,1,18
mexico-earthquake_00001_post_disaster,2,19.42578125,-99.15796875,4,MARL_VDN,0,11
mexico-earthquake_00001_post_disaster,5,19.42421875,-99.15828125,4,MARL_VDN,0,19
mexico-earthquake_00001_post_disaster,4,19.42078125,-99.15546875,4,MARL_VDN,2,24
mexico-earthquake_00001_post_disaster,3,19.42859375,-99.15921875,4,MARL_VDN,0,2
mexico-earthquake_00001_post_disaster,0,19.42859375,-99.15171875,4,MARL_VDN,1,4
mexico-earthquake_00001_post_disaster,4,19.42015625,-99.15609375,4,MARL_VDN,2,20
mexico-earthquake_00001_post_disaster,4,19.42203125,-99.15140625,4,Greedy,3,1
mexico-earthquake_00001_post_disaster,5,19.42421875,-99.15171875,4,Greedy,3,9
mexico-earthquake_00001_post_disaster,3,19.42796875,-99.15140625,4,Greedy,3,20
mexico-earthquake_00001_post_disaster,6,19.42203125,-99.15171875,4,Greedy,3,2
mexico-earthquake_00001_post_disaster,3,19.42796875,-99.15171875,4,Greedy,3,21
mexico-earthquake_00001_post_disaster,0,19.42390625,-99.15171875,4,Greedy,3,8
mexico-earthquake_00001_post_disaster,3,19.42828125,-99.15140625,4,Greedy,3,21
mexico-earthquake_00001_post_disaster,3,19.42796875,-99.15171875,4,Greedy,3,21
mexico-earthquake_00001_post_disaster,4,19.42828125,-99.15921875,4,Greedy,2,22
mexico-earthquake_00001_post_disaster,5,19.42421875,-99.15171875,4,Greedy,3,9
mexico-earthquake_00001_post_disaster,0,19.42828125,-99.15140625,4,Greedy,3,21
mexico-earthquake_00001_post_disaster,0,19.42203125,-99.15171875,4,Greedy,3,2
mexico-earthquake_00001_post_disaster,2,19.42390625,-99.15140625,4,Greedy,3,8
mexico-earthquake_00001_post_disaster,3,19.42859375,-99.15921875,4,Greedy,2,23
mexico-earthquake_00001_post_disaster,1,19.42203125,-99.15171875,4,Greedy,3,2
mexico-earthquake_00001_post_disaster,0,19.42796875,-99.15140625,4,Greedy,3,20
mexico-earthquake_00001_post_disaster,3,19.42421875,-99.15171875,4,Greedy,3,9
mexico-earthquake_00001_post_disaster,4,19.42859375,-99.15921875,4,Greedy,2,23
mexico-earthquake_00001_post_disaster,0,19.42390625,-99.15140625,4,Greedy,3,7
mexico-earthquake_00001_post_disaster,6,19.42828125,-99.15921875,4,Greedy,2,22
mexico-earthquake_00001_post_disaster,4,19.42390625,-99.15140625,4,Greedy,3,7
mexico-earthquake_00001_post_disaster,3,19.42796875,-99.15140625,4,Greedy,3,20
mexico-earthquake_00001_post_disaster,4,19.42828125,-99.15921875,4,Greedy,2,22
mexico-earthquake_00001_post_disaster,0,19.42828125,-99.15171875,4,Greedy,3,22
mexico-earthquake_00001_post_disaster,2,19.42828125,-99.15921875,4,Greedy,2,22
mexico-earthquake_00001_post_disaster,5,19.42390625,-99.15140625,4,Greedy,3,7
mexico-earthquake_00001_post_disaster,4,19.42171875,-99.15171875,4,Greedy,3,1
mexico-earthquake_00001_post_disaster,0,19.42421875,-99.15171875,4,Greedy,3,9
mexico-earthquake_00001_post_disaster,5,19.42796875,-99.15140625,4,Greedy,3,20
mexico-earthquake_00001_post_disaster,2,19.42171875,-99.15140625,4,Greedy,3,1
mexico-earthquake_00001_post_disaster,4,19.42828125,-99.15921875,4,Greedy,2,22
mexico-earthquake_00001_post_disaster,2,19.42421875,-99.15171875,4,Greedy,3,9
mexico-earthquake_00001_post_disaster,4,19.42796875,-99.15171875,4,Greedy,3,21
mexico-earthquake_00001_post_disaster,4,19.42203125,-99.15171875,4,Greedy,3,2
mexico-earthquake_00001_post_disaster,4,19.42828125,-99.15140625,4,Greedy,3,21
mexico-earthquake_00001_post_disaster,3,19.42203125,-99.15140625,4,Greedy,3,1
mexico-earthquake_00001_post_disaster,0,19.42421875,-99.15171875,4,Greedy,3,9
mexico-earthquake_00001_post_disaster,3,19.42390625,-99.15140625,4,Greedy,3,7
mexico-earthquake_00001_post_disaster,5,19.42171875,-99.15171875,4,Greedy,3,1
mexico-earthquake_00001_post_disaster,5,19.42421875,-99.15140625,4,Greedy,3,8
mexico-earthquake_00001_post_disaster,3,19.42828125,-99.15171875,4,Greedy,3,22
mexico-earthquake_00001_post_disaster,5,19.42796875,-99.15171875,4,Greedy,3,21
mexico-earthquake_00001_post_disaster,2,19.42859375,-99.15921875,4,Greedy,2,23
mexico-earthquake_00001_post_disaster,3,19.42171875,-99.15140625,4,Greedy,3,1
mexico-earthquake_00001_post_disaster,6,19.42203125,-99.15171875,4,Greedy,3,2
mexico-earthquake_00001_post_disaster,3,19.42859375,-99.15921875,4,Greedy,2,23
mexico-earthquake_00001_post_disaster,0,19.42859375,-99.15171875,4,Greedy,3,23
midwest-flooding_00001_post_disaster,2,29.95656875,-90.12229375,4,MARL_VDN,0,14
midwest-flooding_00001_post_disaster,0,29.95125625,-90.11948125,4,MARL_VDN,2,21
midwest-flooding_00001_post_disaster,6,29.95438125,-90.11916875,4,MARL_VDN,0,24
midwest-flooding_00001_post_disaster,2,29.95438125,-90.11885625,4,MARL_VDN,0,21
midwest-flooding_00001_post_disaster,1,29.95156875,-90.11948125,4,MARL_VDN,2,22
midwest-flooding_00001_post_disaster,2,29.95344375,-90.11885625,4,MARL_VDN,0,23
midwest-flooding_00001_post_disaster,4,29.95563125,-90.11885625,4,MARL_VDN,0,35
midwest-flooding_00001_post_disaster,3,29.95438125,-90.11510625,4,MARL_VDN,0,293
midwest-flooding_00001_post_disaster,6,29.95125625,-90.11979375,4,MARL_VDN,2,20
midwest-flooding_00001_post_disaster,1,29.95625625,-90.11385625,4,MARL_VDN,3,22
midwest-flooding_00001_post_disaster,0,29.95438125,-90.11885625,4,MARL_VDN,1,45
midwest-flooding_00001_post_disaster,2,29.95125625,-90.11948125,4,MARL_VDN,2,21
midwest-flooding_00001_post_disaster,5,29.95313125,-90.11979375,4,MARL_VDN,1,23
midwest-flooding_00001_post_disaster,4,29.95781875,-90.11823125,4,MARL_VDN,0,43
midwest-flooding_00001_post_disaster,5,29.95594375,-90.12041875,4,MARL_VDN,0,15
midwest-flooding_00001_post_disaster,0,29.95875625,-90.11448125,4,MARL_VDN,3,32
midwest-flooding_00001_post_disaster,3,29.95531875,-90.11885625,4,MARL_VDN,1,47
midwest-flooding_00001_post_disaster,4,29.95594375,-90.12041875,4,MARL_VDN,0,15
midwest-flooding_00001_post_disaster,2,29.95469375,-90.11916875,4,MARL_VDN,1,105
midwest-flooding_00001_post_disaster,1,29.95813125,-90.11823125,4,MARL_VDN,1,9
midwest-flooding_00001_post_disaster,6,29.95875625,-90.11448125,4,MARL_VDN,3,32
midwest-flooding_00001_post_disaster,3,29.95563125,-90.11916875,4,MARL_VDN,0,16
midwest-flooding_00001_post_disaster,1,29.95313125,-90.11948125,4,MARL_VDN,1,24
midwest-flooding_00001_post_disaster,6,29.95813125,-90.11823125,4,MARL_VDN,0,45
midwest-flooding_00001_post_disaster,1,29.95594375,-90.12010625,4,MARL_VDN,0,15
midwest-flooding_00001_post_disaster,4,29.95125625,-90.11948125,4,MARL_VDN,2,21
midwest-flooding_00001_post_disaster,5,29.95625625,-90.11416875,4,MARL_VDN,3,23
midwest-flooding_00001_post_disaster,6,29.95906875,-90.11448125,4,MARL_VDN,3,33
midwest-flooding_00001_post_disaster,1,29.95438125,-90.11854375,4,MARL_VDN,1,19
midwest-flooding_00001_post_disaster,2,29.95156875,-90.11979375,4,MARL_VDN,2,21
